Province_State,Confirmed,Deceased,Recovered,Date
West Virginia,1502,68,922.0,05-19-2020
Wisconsin,12885,467,7371.0,05-19-2020
Wyoming,776,10,504.0,05-19-2020
Alabama,96592,1714,37923.0,08-06-2020
Alaska,3483,25,1220.0,08-06-2020
American Samoa,0,0,,08-06-2020
Arizona,183656,4002,24531.0,08-06-2020
Arkansas,47028,515,39555.0,08-06-2020
California,541339,10021,,08-06-2020
Colorado,49418,1852,5471.0,08-06-2020
Connecticut,50245,4437,8721.0,08-06-2020
Delaware,15365,587,8365.0,08-06-2020
Diamond Princess,49,0,,08-06-2020
District of Columbia,12518,587,10094.0,08-06-2020
Florida,510389,7747,,08-06-2020
Georgia,204895,4026,,08-06-2020
Grand Princess,103,3,,08-06-2020
Guam,411,5,321.0,08-06-2020
Hawaii,2914,29,1402.0,08-06-2020
Idaho,23401,223,8207.0,08-06-2020
Illinois,189705,7791,,08-06-2020
Indiana,71015,3013,53301.0,08-06-2020
Iowa,47559,912,35548.0,08-06-2020
Kansas,29617,378,1254.0,08-06-2020
Kentucky,33254,760,8523.0,08-06-2020
Louisiana,127246,4146,89083.0,08-06-2020
Maine,3999,124,3475.0,08-06-2020
Maryland,93005,3551,5790.0,08-06-2020
Massachusetts,119874,8691,99021.0,08-06-2020
Michigan,94656,6506,60022.0,08-06-2020
Minnesota,58640,1677,51604.0,08-06-2020
Mississippi,64400,1825,42391.0,08-06-2020
Missouri,56773,1302,,08-06-2020
Montana,4602,65,2964.0,08-06-2020
Nebraska,27821,340,19885.0,08-06-2020
Nevada,53557,900,1251.0,08-06-2020
New Hampshire,6742,419,5923.0,08-06-2020
New Jersey,183701,15849,32811.0,08-06-2020
New Mexico,21773,669,8828.0,08-06-2020
New York,418928,32756,73472.0,08-06-2020
North Carolina,131802,2126,105093.0,08-06-2020
North Dakota,7177,109,5949.0,08-06-2020
Northern Mariana Islands,47,2,29.0,08-06-2020
Ohio,97471,3618,74612.0,08-06-2020
Oklahoma,41401,593,34320.0,08-06-2020
Oregon,20224,339,4065.0,08-06-2020
Pennsylvania,121247,7282,88555.0,08-06-2020
Puerto Rico,19934,258,,08-06-2020
Rhode Island,19611,1014,1866.0,08-06-2020
South Carolina,96797,1942,32859.0,08-06-2020
South Dakota,9273,141,8145.0,08-06-2020
Tennessee,116350,1186,77558.0,08-06-2020
Texas,483920,8569,323804.0,08-06-2020
Utah,42915,330,31619.0,08-06-2020
Vermont,1445,58,1258.0,08-06-2020
Virgin Islands,501,9,384.0,08-06-2020
Virginia,95867,2299,12635.0,08-06-2020
Washington,60917,1653,,08-06-2020
West Virginia,7278,124,5330.0,08-06-2020
Wisconsin,57779,978,47221.0,08-06-2020
Wyoming,2953,27,2366.0,08-06-2020
Alabama,51947,1114,25783.0,07-11-2020
Alaska,1385,17,598.0,07-11-2020
American Samoa,0,0,,07-11-2020
Arizona,119930,2151,14394.0,07-11-2020
Arkansas,27864,319,20642.0,07-11-2020
California,318761,7027,,07-11-2020
Colorado,36573,1725,4728.0,07-11-2020
Connecticut,47287,4348,8351.0,07-11-2020
Delaware,12743,517,7002.0,07-11-2020
Diamond Princess,49,0,,07-11-2020
District of Columbia,10801,568,1717.0,07-11-2020
Florida,254511,4197,,07-11-2020
Georgia,114401,2996,,07-11-2020
Grand Princess,103,3,,07-11-2020
Guam,310,5,202.0,07-11-2020
Hawaii,1200,19,847.0,07-11-2020
Idaho,10506,102,3066.0,07-11-2020
Illinois,154094,7369,,07-11-2020
Indiana,51079,2756,38441.0,07-11-2020
Iowa,34658,748,26104.0,07-11-2020
Kansas,18687,295,905.0,07-11-2020
Kentucky,19121,622,5322.0,07-11-2020
Louisiana,76803,3403,46334.0,07-11-2020
Maine,3520,112,2972.0,07-11-2020
Maryland,72467,3310,5190.0,07-11-2020
Massachusetts,111398,8310,94347.0,07-11-2020
Michigan,76370,6313,53867.0,07-11-2020
Minnesota,41571,1537,36012.0,07-11-2020
Mississippi,35419,1230,22167.0,07-11-2020
Missouri,27606,1091,,07-11-2020
Montana,1677,29,864.0,07-11-2020
Nebraska,20998,285,15499.0,07-11-2020
Nevada,26838,592,764.0,07-11-2020
New Hampshire,6024,391,4897.0,07-11-2020
New Jersey,174959,15525,31092.0,07-11-2020
New Mexico,14773,543,6181.0,07-11-2020
New York,401029,32343,71477.0,07-11-2020
North Carolina,83906,1513,55318.0,07-11-2020
North Dakota,4243,87,3533.0,07-11-2020
Northern Mariana Islands,33,2,19.0,07-11-2020
Ohio,64214,3036,44101.0,07-11-2020
Oklahoma,19779,421,15136.0,07-11-2020
Oregon,11851,232,3009.0,07-11-2020
Pennsylvania,99216,6897,72910.0,07-11-2020
Puerto Rico,9366,167,,07-11-2020
Rhode Island,17312,976,1685.0,07-11-2020
South Carolina,54699,951,20956.0,07-11-2020
South Dakota,7454,109,6470.0,07-11-2020
Tennessee,61006,738,35435.0,07-11-2020
Texas,254415,3138,127880.0,07-11-2020
Utah,28855,212,16897.0,07-11-2020
Vermont,1283,56,1066.0,07-11-2020
Virgin Islands,167,6,92.0,07-11-2020
Virginia,69782,1962,9271.0,07-11-2020
Washington,39218,1424,,07-11-2020
West Virginia,4146,96,2763.0,07-11-2020
Wisconsin,35679,821,27909.0,07-11-2020
Wyoming,1839,21,1361.0,07-11-2020
Alabama,7611,288,0.0,05-02-2020
Alaska,365,9,261.0,05-02-2020
American Samoa,0,0,0.0,05-02-2020
Arizona,8364,330,1565.0,05-02-2020
Arkansas,3372,72,1987.0,05-02-2020
California,53347,2180,0.0,05-02-2020
Colorado,16225,832,2553.0,05-02-2020
Connecticut,29287,2436,4346.0,05-02-2020
Delaware,5038,168,1546.0,05-02-2020
Diamond Princess,49,0,0.0,05-02-2020
District of Columbia,4797,240,666.0,05-02-2020
Florida,35463,1364,0.0,05-02-2020
Georgia,28331,1177,0.0,05-02-2020
Grand Princess,103,3,0.0,05-02-2020
Guam,145,5,131.0,05-02-2020
Hawaii,620,16,532.0,05-02-2020
Idaho,2061,64,1215.0,05-02-2020
Illinois,58505,2559,0.0,05-02-2020
Indiana,19295,1115,0.0,05-02-2020
Iowa,8643,175,3156.0,05-02-2020
Kansas,4885,142,286.0,05-02-2020
Kentucky,4879,248,1752.0,05-02-2020
Louisiana,29140,1993,17303.0,05-02-2020
Maine,1153,56,689.0,05-02-2020
Maryland,24473,1251,1590.0,05-02-2020
Massachusetts,66263,3846,0.0,05-02-2020
Michigan,43207,4021,15659.0,05-02-2020
Minnesota,6232,394,2397.0,05-02-2020
Mississippi,7441,291,3413.0,05-02-2020
Missouri,8356,376,0.0,05-02-2020
Montana,455,16,404.0,05-02-2020
Nebraska,5317,73,0.0,05-02-2020
Nevada,5389,255,182.0,05-02-2020
New Hampshire,2429,84,980.0,05-02-2020
New Jersey,123717,7742,15642.0,05-02-2020
New Mexico,3732,138,785.0,05-02-2020
New York,312977,24198,57540.0,05-02-2020
North Carolina,11588,431,0.0,05-02-2020
North Dakota,1153,24,510.0,05-02-2020
Northern Mariana Islands,14,2,12.0,05-02-2020
Ohio,19335,1022,0.0,05-02-2020
Oklahoma,3851,238,2554.0,05-02-2020
Oregon,2635,109,0.0,05-02-2020
Pennsylvania,50494,2695,0.0,05-02-2020
Puerto Rico,1757,95,0.0,05-02-2020
Rhode Island,9289,296,531.0,05-02-2020
South Carolina,6489,267,3622.0,05-02-2020
South Dakota,2588,21,1759.0,05-02-2020
Tennessee,12661,209,5718.0,05-02-2020
Texas,30917,863,14891.0,05-02-2020
Utah,4985,49,2185.0,05-02-2020
Vermont,886,51,0.0,05-02-2020
Virgin Islands,66,4,51.0,05-02-2020
Virginia,17738,617,2312.0,05-02-2020
Washington,15003,830,0.0,05-02-2020
West Virginia,1185,48,572.0,05-02-2020
Wisconsin,7660,334,3698.0,05-02-2020
Wyoming,579,7,387.0,05-02-2020
Alabama,38045,950,18866.0,06-30-2020
Alaska,937,14,526.0,06-30-2020
American Samoa,0,0,,06-30-2020
Arizona,79228,1645,9411.0,06-30-2020
Arkansas,20777,270,14531.0,06-30-2020
California,231232,6082,,06-30-2020
Colorado,32698,1690,4479.0,06-30-2020
Connecticut,46514,4322,8053.0,06-30-2020
Delaware,11474,509,6667.0,06-30-2020
Diamond Princess,49,0,,06-30-2020
District of Columbia,10327,551,1270.0,06-30-2020
Florida,152434,3505,,06-30-2020
Georgia,81291,2805,,06-30-2020
Grand Princess,103,3,,06-30-2020
Guam,257,5,179.0,06-30-2020
Hawaii,917,18,722.0,06-30-2020
Idaho,6117,92,4073.0,06-30-2020
Illinois,143185,6923,,06-30-2020
Indiana,45594,2640,34646.0,06-30-2020
Iowa,29074,716,23212.0,06-30-2020
Kansas,14370,273,794.0,06-30-2020
Kentucky,15624,565,3990.0,06-30-2020
Louisiana,58095,3221,42225.0,06-30-2020
Maine,3253,105,2646.0,06-30-2020
Maryland,67559,3190,4982.0,06-30-2020
Massachusetts,108882,8053,,06-30-2020
Michigan,70728,6193,51099.0,06-30-2020
Minnesota,36303,1476,31601.0,06-30-2020
Mississippi,27247,1073,19388.0,06-30-2020
Missouri,21001,1005,,06-30-2020
Montana,967,22,642.0,06-30-2020
Nebraska,19177,274,13547.0,06-30-2020
Nevada,18456,507,689.0,06-30-2020
New Hampshire,5782,371,4435.0,06-30-2020
New Jersey,171667,15035,30213.0,06-30-2020
New Mexico,12147,497,5296.0,06-30-2020
New York,393454,32032,70487.0,06-30-2020
North Carolina,65327,1380,45538.0,06-30-2020
North Dakota,3576,79,3195.0,06-30-2020
Northern Mariana Islands,30,2,19.0,06-30-2020
Ohio,51789,2863,,06-30-2020
Oklahoma,13757,387,10085.0,06-30-2020
Oregon,8656,207,2722.0,06-30-2020
Pennsylvania,91139,6649,67552.0,06-30-2020
Puerto Rico,7465,153,,06-30-2020
Rhode Island,16813,950,1631.0,06-30-2020
South Carolina,36399,739,15471.0,06-30-2020
South Dakota,6764,91,5872.0,06-30-2020
Tennessee,43509,604,27599.0,06-30-2020
Texas,163060,2455,84818.0,06-30-2020
Utah,22217,172,12398.0,06-30-2020
Vermont,1208,56,953.0,06-30-2020
Virgin Islands,81,6,73.0,06-30-2020
Virginia,62787,1763,8080.0,06-30-2020
Washington,32824,1332,,06-30-2020
West Virginia,2905,93,2272.0,06-30-2020
Wisconsin,28659,784,22587.0,06-30-2020
Wyoming,1487,20,1097.0,06-30-2020
Alabama,4345,133,,04-16-2020
Alaska,300,9,110.0,04-16-2020
American Samoa,0,0,,04-16-2020
Arizona,4237,150,460.0,04-16-2020
Arkansas,1620,37,548.0,04-16-2020
California,27677,956,,04-16-2020
Colorado,8286,355,,04-16-2020
Connecticut,15884,971,,04-16-2020
Delaware,2070,55,378.0,04-16-2020
Diamond Princess,49,0,0.0,04-16-2020
District of Columbia,2350,81,552.0,04-16-2020
Florida,23343,668,,04-16-2020
Georgia,15669,587,,04-16-2020
Grand Princess,103,0,0.0,04-16-2020
Guam,135,5,86.0,04-16-2020
Hawaii,530,9,359.0,04-16-2020
Idaho,1587,41,,04-16-2020
Illinois,25734,1072,,04-16-2020
Indiana,9542,477,,04-16-2020
Iowa,2141,60,987.0,04-16-2020
Kansas,1615,80,,04-16-2020
Kentucky,2435,129,862.0,04-16-2020
Louisiana,22532,1156,,04-16-2020
Maine,796,27,333.0,04-16-2020
Maryland,10784,319,736.0,04-16-2020
Massachusetts,32181,1108,,04-16-2020
Michigan,28809,1996,617.0,04-16-2020
Minnesota,1809,87,1020.0,04-16-2020
Mississippi,3624,129,,04-16-2020
Missouri,5174,169,,04-16-2020
Montana,415,7,218.0,04-16-2020
Nebraska,952,21,,04-16-2020
Nevada,3214,137,,04-16-2020
New Hampshire,1139,32,365.0,04-16-2020
New Jersey,75317,3518,,04-16-2020
New Mexico,1484,36,353.0,04-16-2020
New York,223691,14832,23887.0,04-16-2020
North Carolina,5639,150,,04-16-2020
North Dakota,393,9,163.0,04-16-2020
Northern Mariana Islands,13,2,,04-16-2020
Ohio,8414,407,,04-16-2020
Oklahoma,2357,131,1240.0,04-16-2020
Oregon,1736,64,,04-16-2020
Pennsylvania,28258,841,,04-16-2020
Puerto Rico,1043,56,,04-16-2020
Rhode Island,3529,87,182.0,04-16-2020
South Carolina,3931,111,,04-16-2020
South Dakota,1311,7,373.0,04-16-2020
Tennessee,6375,136,2786.0,04-16-2020
Texas,16876,414,3677.0,04-16-2020
Utah,2683,20,357.0,04-16-2020
Vermont,774,33,15.0,04-16-2020
Virgin Islands,51,1,46.0,04-16-2020
Virginia,6889,208,951.0,04-16-2020
Washington,11057,579,,04-16-2020
West Virginia,728,12,223.0,04-16-2020
Wisconsin,3875,197,,04-16-2020
Wyoming,296,2,148.0,04-16-2020
Recovered,0,0,54703.0,04-16-2020
Alabama,94654,1695,37923.0,08-05-2020
Alaska,3448,25,1017.0,08-05-2020
American Samoa,0,0,,08-05-2020
Arizona,182203,3932,24222.0,08-05-2020
Arkansas,46293,508,38848.0,08-05-2020
California,530606,9808,,08-05-2020
Colorado,48970,1851,5449.0,08-05-2020
Connecticut,50225,4437,8613.0,08-05-2020
Delaware,15296,587,8339.0,08-05-2020
Diamond Princess,49,0,,08-05-2020
District of Columbia,12443,587,10015.0,08-05-2020
Florida,502739,7627,,08-05-2020
Georgia,201713,3984,,08-05-2020
Grand Princess,103,3,,08-05-2020
Guam,397,5,319.0,08-05-2020
Hawaii,2763,27,1354.0,08-05-2020
Idaho,22708,217,7875.0,08-05-2020
Illinois,187752,7770,,08-05-2020
Indiana,69975,3007,51709.0,08-05-2020
Iowa,46836,900,34733.0,08-05-2020
Kansas,29256,372,1254.0,08-05-2020
Kentucky,32741,752,8467.0,08-05-2020
Louisiana,125943,4096,89083.0,08-05-2020
Maine,3994,124,3456.0,08-05-2020
Maryland,92426,3536,5749.0,08-05-2020
Massachusetts,119643,8659,99021.0,08-05-2020
Michigan,93893,6478,60022.0,08-05-2020
Minnesota,57779,1670,51223.0,08-05-2020
Mississippi,63444,1804,42391.0,08-05-2020
Missouri,55614,1297,,08-05-2020
Montana,4429,65,2820.0,08-05-2020
Nebraska,27489,340,19764.0,08-05-2020
Nevada,52828,890,1234.0,08-05-2020
New Hampshire,6719,418,5915.0,08-05-2020
New Jersey,183327,15842,32749.0,08-05-2020
New Mexico,21566,667,8685.0,08-05-2020
New York,418225,32754,73410.0,08-05-2020
North Carolina,129733,2085,105093.0,08-05-2020
North Dakota,7057,108,5837.0,08-05-2020
Northern Mariana Islands,46,2,29.0,08-05-2020
Ohio,96305,3596,72950.0,08-05-2020
Oklahoma,40564,583,33383.0,08-05-2020
Oregon,19978,338,4037.0,08-05-2020
Pennsylvania,120446,7254,87942.0,08-05-2020
Puerto Rico,19651,246,,08-05-2020
Rhode Island,19481,1012,1855.0,08-05-2020
South Carolina,95472,1894,32859.0,08-05-2020
South Dakota,9168,137,8080.0,08-05-2020
Tennessee,114098,1144,75550.0,08-05-2020
Texas,476999,7706,315652.0,08-05-2020
Utah,42328,327,30911.0,08-05-2020
Vermont,1436,57,1254.0,08-05-2020
Virgin Islands,481,8,374.0,08-05-2020
Virginia,95049,2274,12522.0,08-05-2020
Washington,60084,1624,,08-05-2020
West Virginia,7162,124,5218.0,08-05-2020
Wisconsin,56940,970,46323.0,08-05-2020
Wyoming,2923,27,2323.0,08-05-2020
Alabama,11674,485,,05-16-2020
Alaska,388,10,344.0,05-16-2020
American Samoa,0,0,,05-16-2020
Arizona,13666,679,3357.0,05-16-2020
Arkansas,4578,98,3472.0,05-16-2020
California,78725,3208,,05-16-2020
Colorado,21633,1192,3312.0,05-16-2020
Connecticut,36703,3339,6264.0,05-16-2020
Delaware,7547,286,3367.0,05-16-2020
Diamond Princess,49,0,,05-16-2020
District of Columbia,7042,375,998.0,05-16-2020
Florida,44811,1964,,05-16-2020
Georgia,37212,1598,,05-16-2020
Grand Princess,103,3,,05-16-2020
Guam,154,5,126.0,05-16-2020
Hawaii,639,17,565.0,05-16-2020
Idaho,2419,73,1588.0,05-16-2020
Illinois,92457,4129,,05-16-2020
Indiana,27280,1741,,05-16-2020
Iowa,14328,346,6927.0,05-16-2020
Kansas,7939,195,443.0,05-16-2020
Kentucky,7688,334,2739.0,05-16-2020
Louisiana,34117,2479,22608.0,05-16-2020
Maine,1648,70,1012.0,05-16-2020
Maryland,37968,1957,2806.0,05-16-2020
Massachusetts,84933,5705,,05-16-2020
Michigan,50538,4881,28234.0,05-16-2020
Minnesota,14969,709,9571.0,05-16-2020
Mississippi,11123,510,6268.0,05-16-2020
Missouri,10959,594,,05-16-2020
Montana,468,16,431.0,05-16-2020
Nebraska,10220,123,,05-16-2020
Nevada,6813,347,272.0,05-16-2020
New Hampshire,3556,171,1254.0,05-16-2020
New Jersey,145089,10261,22939.0,05-16-2020
New Mexico,5847,259,1671.0,05-16-2020
New York,348232,28049,60796.0,05-16-2020
North Carolina,18130,676,9115.0,05-16-2020
North Dakota,1848,42,1111.0,05-16-2020
Northern Mariana Islands,21,2,12.0,05-16-2020
Ohio,27474,1610,,05-16-2020
Oklahoma,5237,288,3945.0,05-16-2020
Oregon,3612,137,1406.0,05-16-2020
Pennsylvania,65185,4480,,05-16-2020
Puerto Rico,2589,122,,05-16-2020
Rhode Island,12434,489,947.0,05-16-2020
South Carolina,8661,380,5076.0,05-16-2020
South Dakota,3959,44,2673.0,05-16-2020
Tennessee,17263,295,9529.0,05-16-2020
Texas,47452,1318,26601.0,05-16-2020
Utah,7068,78,3896.0,05-16-2020
Vermont,934,53,804.0,05-16-2020
Virgin Islands,69,6,61.0,05-16-2020
Virginia,29683,1003,3909.0,05-16-2020
Washington,18288,999,,05-16-2020
West Virginia,1470,64,889.0,05-16-2020
Wisconsin,12187,453,6542.0,05-16-2020
Wyoming,741,7,496.0,05-16-2020
Alabama,46962,1058,22082.0,07-08-2020
Alaska,1222,17,563.0,07-08-2020
American Samoa,0,0,,07-08-2020
Arizona,108614,1963,12803.0,07-08-2020
Arkansas,25246,305,18725.0,07-08-2020
California,292560,6718,,07-08-2020
Colorado,35099,1704,4669.0,07-08-2020
Connecticut,47108,4343,8210.0,07-08-2020
Delaware,12462,515,6893.0,07-08-2020
Diamond Princess,49,0,,07-08-2020
District of Columbia,10642,564,1625.0,07-08-2020
Florida,223783,3889,,07-08-2020
Georgia,103890,2922,,07-08-2020
Grand Princess,103,3,,07-08-2020
Guam,307,5,202.0,07-08-2020
Hawaii,1094,19,797.0,07-08-2020
Idaho,8969,98,2932.0,07-08-2020
Illinois,150554,7309,,07-08-2020
Indiana,49063,2732,37462.0,07-08-2020
Iowa,32624,736,25974.0,07-08-2020
Kansas,17332,289,879.0,07-08-2020
Kentucky,17919,608,4912.0,07-08-2020
Louisiana,70151,3339,46334.0,07-08-2020
Maine,3460,110,2856.0,07-08-2020
Maryland,70861,3275,5085.0,07-08-2020
Massachusetts,110602,8243,94347.0,07-08-2020
Michigan,74551,6262,52841.0,07-08-2020
Minnesota,39589,1523,34902.0,07-08-2020
Mississippi,32888,1188,22167.0,07-08-2020
Missouri,25590,1069,,07-08-2020
Montana,1371,23,759.0,07-08-2020
Nebraska,20425,282,14927.0,07-08-2020
Nevada,24301,553,754.0,07-08-2020
New Hampshire,5952,386,4758.0,07-08-2020
New Jersey,174039,15332,30844.0,07-08-2020
New Mexico,14017,527,5986.0,07-08-2020
New York,398929,32251,71185.0,07-08-2020
North Carolina,77687,1462,55318.0,07-08-2020
North Dakota,3971,85,3447.0,07-08-2020
Northern Mariana Islands,31,2,19.0,07-08-2020
Ohio,60181,2991,42111.0,07-08-2020
Oklahoma,17894,407,13538.0,07-08-2020
Oregon,10817,224,2877.0,07-08-2020
Pennsylvania,96725,6812,70953.0,07-08-2020
Puerto Rico,8745,159,,07-08-2020
Rhode Island,17204,971,1683.0,07-08-2020
South Carolina,48909,884,19181.0,07-08-2020
South Dakota,7242,98,6280.0,07-08-2020
Tennessee,55986,685,32736.0,07-08-2020
Texas,224929,2875,113284.0,07-08-2020
Utah,26755,201,15178.0,07-08-2020
Vermont,1256,56,1049.0,07-08-2020
Virgin Islands,122,6,80.0,07-08-2020
Virginia,67375,1905,9011.0,07-08-2020
Washington,37941,1394,,07-08-2020
West Virginia,3707,95,2648.0,07-08-2020
Wisconsin,33154,807,26305.0,07-08-2020
Wyoming,1740,21,1291.0,07-08-2020
Alabama,57255,1164,25783.0,07-14-2020
Alaska,1579,17,642.0,07-14-2020
American Samoa,0,0,,07-14-2020
Arizona,128097,2337,15678.0,07-14-2020
Arkansas,29812,331,22844.0,07-14-2020
California,346211,7250,,07-14-2020
Colorado,37668,1738,4808.0,07-14-2020
Connecticut,47530,4372,8351.0,07-14-2020
Delaware,12969,518,7184.0,07-14-2020
Diamond Princess,49,0,,07-14-2020
District of Columbia,10946,568,1774.0,07-14-2020
Florida,291629,4409,,07-14-2020
Georgia,123963,3054,,07-14-2020
Grand Princess,103,3,,07-14-2020
Guam,312,5,210.0,07-14-2020
Hawaii,1264,22,911.0,07-14-2020
Idaho,11720,103,3262.0,07-14-2020
Illinois,156638,7419,,07-14-2020
Indiana,52685,2775,39155.0,07-14-2020
Iowa,35866,757,26952.0,07-14-2020
Kansas,19887,299,920.0,07-14-2020
Kentucky,20223,635,5389.0,07-14-2020
Louisiana,82042,3445,46334.0,07-14-2020
Maine,3566,114,3062.0,07-14-2020
Maryland,74260,3334,5238.0,07-14-2020
Massachusetts,112130,8340,94347.0,07-14-2020
Michigan,77864,6326,53867.0,07-14-2020
Minnesota,43170,1548,37749.0,07-14-2020
Mississippi,37542,1272,25932.0,07-14-2020
Missouri,29240,1114,,07-14-2020
Montana,1952,34,884.0,07-14-2020
Nebraska,21717,286,16025.0,07-14-2020
Nevada,29619,612,800.0,07-14-2020
New Hampshire,6091,392,5056.0,07-14-2020
New Jersey,175915,15582,31318.0,07-14-2020
New Mexico,15514,551,6363.0,07-14-2020
New York,403175,32408,71692.0,07-14-2020
North Carolina,90000,1571,67124.0,07-14-2020
North Dakota,4493,88,3685.0,07-14-2020
Northern Mariana Islands,36,2,19.0,07-14-2020
Ohio,67995,3069,46282.0,07-14-2020
Oklahoma,21740,428,16635.0,07-14-2020
Oregon,12805,244,3129.0,07-14-2020
Pennsylvania,101266,6931,74436.0,07-14-2020
Puerto Rico,10123,169,,07-14-2020
Rhode Island,17588,985,1692.0,07-14-2020
South Carolina,60389,993,23849.0,07-14-2020
South Dakota,7572,109,6599.0,07-14-2020
Tennessee,66788,767,38272.0,07-14-2020
Texas,279577,3362,142398.0,07-14-2020
Utah,30478,226,18111.0,07-14-2020
Vermont,1305,56,1099.0,07-14-2020
Virgin Islands,206,6,96.0,07-14-2020
Virginia,72443,1977,9423.0,07-14-2020
Washington,42304,1404,,07-14-2020
West Virginia,4407,97,2982.0,07-14-2020
Wisconsin,37906,826,29275.0,07-14-2020
Wyoming,1950,22,1462.0,07-14-2020
Alabama,25615,773,13508.0,06-14-2020
Alaska,660,12,411.0,06-14-2020
American Samoa,0,0,,06-14-2020
Arizona,35706,1191,6333.0,06-14-2020
Arkansas,12501,179,8110.0,06-14-2020
California,152300,5099,,06-14-2020
Colorado,29115,1598,4178.0,06-14-2020
Connecticut,45088,4201,7611.0,06-14-2020
Delaware,10264,422,6172.0,06-14-2020
Diamond Princess,49,0,,06-14-2020
District of Columbia,9767,515,1150.0,06-14-2020
Florida,75568,2931,,06-14-2020
Georgia,57681,2451,,06-14-2020
Grand Princess,103,3,,06-14-2020
Guam,183,5,168.0,06-14-2020
Hawaii,728,17,628.0,06-14-2020
Idaho,3399,87,2837.0,06-14-2020
Illinois,132543,6308,,06-14-2020
Indiana,39909,2422,28522.0,06-14-2020
Iowa,23926,652,14383.0,06-14-2020
Kansas,11101,245,667.0,06-14-2020
Kentucky,12445,499,3409.0,06-14-2020
Louisiana,46619,3014,33904.0,06-14-2020
Maine,2793,100,2173.0,06-14-2020
Maryland,61701,2939,4541.0,06-14-2020
Massachusetts,105603,7624,,06-14-2020
Michigan,66054,6016,44964.0,06-14-2020
Minnesota,30471,1329,26090.0,06-14-2020
Mississippi,19516,891,13356.0,06-14-2020
Missouri,16262,885,,06-14-2020
Montana,601,19,510.0,06-14-2020
Nebraska,16730,215,9879.0,06-14-2020
Nevada,11201,463,627.0,06-14-2020
New Hampshire,5318,320,3905.0,06-14-2020
New Jersey,166881,12659,28714.0,06-14-2020
New Mexico,9723,435,4072.0,06-14-2020
New York,383324,30825,68761.0,06-14-2020
North Carolina,44264,1132,23653.0,06-14-2020
North Dakota,3080,74,2658.0,06-14-2020
Northern Mariana Islands,30,2,19.0,06-14-2020
Ohio,41148,2559,,06-14-2020
Oklahoma,8231,359,6578.0,06-14-2020
Oregon,5377,173,2396.0,06-14-2020
Pennsylvania,83203,6215,58310.0,06-14-2020
Puerto Rico,5811,147,,06-14-2020
Rhode Island,15947,833,1435.0,06-14-2020
South Carolina,18795,600,8682.0,06-14-2020
South Dakota,5898,75,4899.0,06-14-2020
Tennessee,30343,474,19896.0,06-14-2020
Texas,88523,1984,58341.0,06-14-2020
Utah,14313,139,8252.0,06-14-2020
Vermont,1127,55,909.0,06-14-2020
Virgin Islands,72,6,64.0,06-14-2020
Virginia,54506,1546,7178.0,06-14-2020
Washington,25834,1217,,06-14-2020
West Virginia,2290,88,1571.0,06-14-2020
Wisconsin,22758,692,16558.0,06-14-2020
Wyoming,1060,18,834.0,06-14-2020
Alabama,10700,450,,05-13-2020
Alaska,383,10,338.0,05-13-2020
American Samoa,0,0,,05-13-2020
Arizona,12216,595,2979.0,05-13-2020
Arkansas,4236,97,3220.0,05-13-2020
California,72798,2957,,05-13-2020
Colorado,20475,1062,3171.0,05-13-2020
Connecticut,34855,3125,5413.0,05-13-2020
Delaware,6952,247,2942.0,05-13-2020
Diamond Princess,49,0,,05-13-2020
District of Columbia,6584,350,934.0,05-13-2020
